gene	p.alert	p.control	p.orient
AP1M1	0.208326	0.20246	0.012219
AP1S1	0.062179	0.476177	0.038548
AP1S2	8.1e-05	0.01303	9.9e-05
AP1S3	0.651301	0.866306	0.820515
AP2A1	0.53824	0.860403	0.770438
AP2A2	0.399992	0.003646	0.030579
AP2B1	0.004024	0.146822	4e-05
AP2M1	0.173813	0.756519	0.102732
AP2S1	0.890621	0.929818	0.119169
AP3B1	0.874636	0.38206	0.669553
AP3B2	0.031533	0.007078	0.001264
AP3D1	0.250289	0.782865	0.451671
AP3M1	0.007248	0.185017	0.002096
AP3M2	0.110463	0.042669	0.000569
AP3S1	0.000592	0.009253	2e-05
AP4B1	0.927082	0.475887	0.673828
AP4E1	0.074033	0.062876	0.000235
AP4M1	0.536051	0.044601	0.117154
AP4S1	0.028996	0.332293	0.794878
AP5B1	0.032897	0.003984	0.000344
AP5M1	0.207151	0.425134	0.044226
AP5S1	0.109998	0.047494	0.000348
AP5Z1	0.318769	0.188349	0.392701
APAF1	0.001072	0.003819	1.3e-05
APBA1	0.007814	0.020652	0.00085
APBA2	0.000744	0.000104	6.3e-05
APBA3	0.966484	0.352445	0.371064
APBB1	0.386185	0.809571	0.122709
APBB1IP	0.001802	0.002569	3e-05
APBB2	0.530566	0.289497	0.144299
APBB3	0.345408	0.122916	0.19025
APC	0.046513	0.074292	0.066538
APC2	0.640328	0.584548	0.182169
APCDD1	4.6e-05	0.011177	2.3e-05
APCDD1L	0.655601	0.900535	0.673267
APCS	0.522109	0.529419	0.29354
APEH	0.739171	0.849677	0.260095
APEX1	0.822189	0.499259	0.127836
APEX2	0.585164	0.615987	0.587828
APH1A	0.241202	0.099876	0.037206
APH1B	0.069053	0.215946	0.0017
API5	0.18646	0.636091	0.311707
APIP	0.052507	0.016009	0.008347
APLN	6.9e-05	0.000345	1.5e-05
APLNR	0.000207	6.1e-05	2.5e-05
APLP1	0.484188	0.69987	0.3149
APLP2	0.086751	0.585504	0.277545
APMAP	0.232897	0.020175	0.002119
APOA1	0.798048	0.704742	0.703712
APOC1	0.000219	0.073911	0.000345
APOD	0.485735	0.673738	0.961392
APOE	0.000248	0.001508	2.7e-05
APOL1	0.050631	0.498146	0.101509
APOL2	1.6e-05	0.000281	1.5e-05
APOL3	0.989878	0.92436	0.564505
APOL4	0.213652	0.749522	0.208478
APOL5	0.873082	0.099098	0.407629
APOL6	0.920082	0.82082	0.464977
APOLD1	0.722796	0.755758	0.857718
APOM	0.00105	4.9e-05	2.2e-05
APOO	0.012372	0.993567	0.227064
APOOL	0.949421	0.337432	0.985856
APOPT1	0.002637	0.102019	4.8e-05
APP	0.136005	0.853651	0.036266
APPBP2	0.008573	0.276642	0.000698
APPL1	6.4e-05	0.00071	8.1e-05
APPL2	0.261813	0.998803	0.215881
APRT	0.054359	0.004936	0.000137
APTR	2e-04	0.046638	3.5e-05
APTX	0.073797	0.22439	0.072982
AQP1	0.041403	0.033826	0.000411
AQP11	0.008384	0.011594	0.01455
AQP2	0.961434	0.888071	0.967655
AQP4	5.3e-05	0.037376	3.6e-05
AQP5	0.046233	0.235918	0.000703
AQP6	0.699746	0.495971	0.280439
AQP7	0.232478	0.968397	0.379339
AQP7P1	0.951058	0.834761	0.796504
AQR	0.526651	0.501799	0.507
AR	0.025967	0.604207	0.021272
ARAF	0.935824	0.455116	0.106236
ARAP1	0.350829	0.002597	0.035691
ARAP2	0.090591	0.024892	9.7e-05
ARAP3	0.870459	0.68467	0.110999
ARC	0.000455	0.000541	5.2e-05
ARCN1	0.441026	0.870067	0.296582
AREL1	0.160543	0.321627	0.170258
ARF1	0.110971	0.045297	0.022394
ARF3	0.005507	0.241032	0.000651
ARF4	0.119481	0.20381	0.220744
ARF5	0.852771	0.576822	0.444644
ARF6	0.081292	0.065233	0.010705
ARFGAP1	0.337481	0.678159	0.674479
ARFGAP2	0.885015	0.528381	0.552043
ARFGAP3	0.002146	0.001059	0.000117
ARFGEF1	0.059365	0.388852	0.035129
ARFGEF2	0.103498	0.980673	0.076599
ARFGEF3	0.014304	0.040032	0.000141
ARFIP1	0.343034	0.160579	0.029748
ARFIP2	0.393514	0.055692	0.009264
ARFRP1	0.457536	0.829484	0.902604
ARG2	0.007138	0.168759	0.103174
ARGLU1	0.369205	0.534226	0.467316
ARHGAP1	0.044524	0.043117	0.000486
ARHGAP10	0.412669	0.841088	0.178795
ARHGAP12	0.010958	0.130241	8.6e-05
ARHGAP17	0.844441	0.97596	0.994456
ARHGAP18	0.006262	0.000459	9.2e-05
ARHGAP19	0.521175	0.534056	0.431937
ARHGAP20	0.396507	0.292725	0.041311
ARHGAP21	0.907964	0.189894	0.190501
ARHGAP22	0.069622	0.00089	9.2e-05
ARHGAP23	0.095793	0.083753	0.002278
ARHGAP24	0.226976	0.177558	0.204101
ARHGAP25	0.927708	0.404561	0.020353
ARHGAP26	2.4e-05	0.003057	1.1e-05
ARHGAP27	0.004743	0.576269	0.02347
ARHGAP27P1	0.489479	0.465266	0.284068
ARHGAP27P1.BPTFP1.KPNA2P3	0.662984	0.370219	0.688976
ARHGAP27P2	0.347065	0.000935	0.045557
ARHGAP28	5.3e-05	8.4e-05	2.4e-05
ARHGAP29	0.625641	0.075317	0.013406
ARHGAP31	0.150556	0.691433	0.004909
ARHGAP32	0.144568	0.132714	0.001486
ARHGAP33	0.000289	0.000138	2.4e-05
ARHGAP35	0.826357	0.650694	0.771767
ARHGAP36	2.4e-05	2.3e-05	1.1e-05
ARHGAP39	0.005334	0.02671	3.9e-05
ARHGAP4	3.1e-05	3.3e-05	1.5e-05
ARHGAP42	0.001691	0.179167	8.3e-05
ARHGAP44	0.003084	0.058838	0.001157
ARHGAP45	0.046476	0.045391	7.7e-05
ARHGAP5	0.833365	0.405593	0.5653
ARHGAP5.AS1	0.000294	0.133833	4.4e-05
ARHGAP6	0.000144	0.000112	1.9e-05
ARHGAP9	2.9e-05	0.001269	2.8e-05
ARHGDIA	0.000848	0.082527	9e-05
ARHGDIB	0.021955	0.133422	0.000177
ARHGDIG	0.004617	0.122281	4e-05
ARHGEF1	0.090278	0.007099	0.001961
ARHGEF10	0.120038	0.3765	0.151121
ARHGEF10L	0.012466	0.045669	0.000466
ARHGEF11	0.000536	0.004489	3.5e-05
ARHGEF12	0.913036	0.664076	0.460535
ARHGEF15	0.28267	0.988993	0.307959
ARHGEF16	0.795375	0.056477	0.109833
ARHGEF17	0.000127	0.00435	3.6e-05
ARHGEF18	0.000195	0.057973	3.8e-05
ARHGEF19	0.661705	0.186362	0.005983
ARHGEF2	0.246046	0.271402	0.007043
ARHGEF25	0.723555	0.740537	0.351223
ARHGEF26	0.027116	0.559805	0.012235
ARHGEF26.AS1	0.030511	0.339863	0.020687
ARHGEF28	0.005179	0.008848	2.9e-05
ARHGEF3	0.055065	0.215975	0.024392
ARHGEF33	0.407791	0.451454	0.276112
ARHGEF37	0.292816	0.608212	0.502604
ARHGEF4	0.62058	0.070125	0.030695
ARHGEF40	8.5e-05	0.000138	2.3e-05
ARHGEF6	0.554015	0.717561	0.771396
ARHGEF7	0.392054	0.453321	0.224049
ARHGEF9	0.710462	0.283154	0.44671
ARID1A	0.012558	0.025898	0.006427
ARID1B	0.811088	0.72477	0.103971
ARID2	0.000469	0.003232	2.7e-05
ARID3A	0.54059	0.212039	0.741954
ARID3B	0.198248	0.967512	0.002294
ARID4A	0.716349	0.687615	0.806107
ARID4B	0.337889	0.077737	0.001902
ARID5A	0.974008	0.972446	0.739342
ARID5B	0.009212	0.05491	0.000633
ARIH1	0.093127	0.625723	0.024023
ARIH2	0.03578	0.018782	0.000175
ARIH2OS	0.751577	0.331553	0.517464
ARL1	0.284535	0.318919	0.197933
ARL10	8.3e-05	0.001935	1.6e-05
ARL13B	0.145669	0.107794	0.007726
ARL14EP	0.787192	0.866229	0.870656
ARL15	5.8e-05	0.021394	2.2e-05
ARL16	0.040036	0.112514	0.000177
ARL17A	0.66808	0.823356	0.041291
ARL17B	0.792941	0.714687	0.151715
ARL2	0.056085	0.703511	0.35447
ARL2BP	0.00032	0.006283	6.1e-05
ARL3	0.093594	0.060776	0.00042
ARL4A	0.465918	0.623533	0.80098
ARL4C	0.023836	0.519355	0.025912
ARL4D	0.024075	0.040534	0.04978
ARL5A	0.451679	0.660804	0.023724
ARL5B	3.1e-05	5.5e-05	3.2e-05
ARL6	0.74379	0.486043	0.724501
ARL6IP1	0.627438	0.963597	0.368285
ARL6IP4	0.941983	0.551351	0.38342
ARL6IP5	0.014051	0.106768	0.004827
ARL6IP6	0.083995	0.966552	0.226773
ARL8A	0.058672	0.022241	0.000628
ARL8B	0.027219	0.523599	0.313957
ARL9	0.727346	0.565978	0.020708
ARMC1	0.555743	0.140487	0.134502
ARMC10	0.003121	0.054817	6.2e-05
ARMC2	0.128788	0.307923	0.497936
ARMC5	0.363299	0.15913	0.762236
ARMC6	0.864293	0.473907	0.716281
ARMC7	0.28321	0.176444	0.814109
ARMC8	0.000187	0.000517	2.6e-05
ARMC9	0.001259	0.00081	0.000123
ARMCX1	0.004992	0.050716	3.9e-05
ARMCX2	0.081931	0.111382	0.002536
ARMCX3	0.010815	0.009242	0.007689
ARMCX4	0.031038	0.029858	0.000118
ARMCX5	0.060774	0.017242	0.001906
ARMCX6	0.632338	0.141021	0.092793
ARMT1	0.000292	0.000306	3e-05
ARNT	0.667635	0.638081	0.505306
ARNT2	0.3651	0.604394	0.070238
ARNTL	0.003561	0.012129	4.1e-05
ARNTL2	0.632947	0.782533	0.945009
ARPC1A	0.269263	0.111441	0.029792
ARPC1B	0.15385	0.13863	0.14994
ARPC2	0.00349	0.006615	4.1e-05
ARPC3	0.032886	0.008661	6.2e-05
ARPC4	0.503463	0.917668	0.200938
ARPC5	0.004191	0.018663	0.000354
ARPC5L	0.232137	0.488476	0.232555
ARPIN	0.423456	0.194991	0.79287
ARPP19	0.003717	0.038883	3.9e-05
ARPP21	0.992844	0.964596	0.418282
ARRB1	0.000596	0.01791	4.1e-05
ARRB2	0.299425	0.363607	0.055714
ARRDC1	0.113852	0.014666	0.010275
ARRDC1.AS1	0.006406	0.076221	0.007476
ARRDC2	0.112848	0.741077	0.352737
ARRDC3	0.704755	0.620874	0.635106
ARRDC4	0.586286	0.610393	0.898613
ARSA	0.896755	0.902892	0.315875
ARSB	0.548313	0.438995	0.204673
ARSD	0.956248	0.956744	0.907081
ARSE	0.132245	0.512418	0.013487
ARSF	0.815591	0.499605	0.343652
ARSG	0.051735	0.047884	7.8e-05
ARSJ	0.000371	0.00632	0.002667
ARSK	0.51177	0.288984	0.035929
ART3	0.171888	0.229311	0.005309
ART5	0.13742	0.479514	0.067877
ARTN	0.118323	0.022083	0.033639
ARV1	0.029412	0.115825	0.070884
ARVCF	0.12491	0.0345	0.103075
ARX	0.09723	0.106648	0.010716
ASAH1	0.030743	0.789748	0.033394
ASAH2	0.162537	0.10821	0.001562
ASAH2B	0.418656	0.454309	0.032048
ASAP1	0.463329	0.77873	0.589648
ASAP1.IT1	0.356009	0.903239	0.116821
ASAP1.IT2	0.170505	0.332014	0.015104
ASAP2	0.000267	0.000206	4e-05
ASAP3	0.823443	0.841624	0.246044
ASB1	0.388756	0.622568	0.171284
ASB10	0.021477	0.005034	0.000869
ASB13	3.1e-05	0.000242	2e-05
ASB16	0.693222	0.738901	0.860866
ASB16.AS1	0.472898	0.419247	0.357617
ASB18	0.13062	0.14445	0.39856
ASB2	0.036425	0.013993	5.2e-05
ASB4	0.531445	0.510839	0.802493
ASB5	0.027351	0.002532	0.002083
ASB6	0.851872	0.865834	0.032994
ASB7	0.618756	0.735235	0.065018
ASB8	0.067307	0.075983	0.028436
ASCC1	0.518583	0.806688	0.236006
ASCC2	0.822122	0.284159	0.768136
ASCC3	0.020141	0.047302	0.009312
ASCL1	0.05339	0.000152	0.000636
ASCL2	4.8e-05	0.000108	2.4e-05
ASCL5	0.827741	0.732332	0.33492
ASF1A	0.204363	0.76386	0.343699
ASGR1	0.112764	0.520906	0.371467
ASGR2	0.384443	0.777703	0.342639
ASH1L	0.074785	0.191652	0.000616
ASH1L.AS1	0.001	0.016269	0.001349
ASH2L	0.012446	0.059582	0.000366
ASIC1	0.179147	0.074449	0.015595
ASIC2	0.03438	0.021695	0.000113
ASIC3	0.006007	0.057691	0.029507
ASIC4	0.245943	0.032998	0.049392
ASIP	0.798803	0.592497	0.304393
ASL	0.002663	0.003629	2.9e-05
ASMTL	0.011626	0.000777	4.5e-05
ASMTL.AS1	0.494514	0.785501	0.923981
ASNA1	0.061734	0.301831	0.202379
ASNSD1	0.002809	0.102225	0.008539
ASNSP1	0.085063	0.896931	0.971524
ASPA	0.646675	0.599011	0.63382
ASPDH	0.041317	0.018543	0.008537
ASPH	0.24177	0.957408	0.09371
ASPHD1	0.505812	0.749618	0.614202
ASPHD2	0.042839	0.015072	0.028074
ASPRV1	0.269384	0.150862	0.034516
ASPSCR1	0.023565	0.878675	0.032145
ASRGL1	0.483114	0.060987	0.41738
ASS1	0.48018	0.753807	0.187153
ASTE1	0.024268	0.474105	0.0059
ASTL	0.255078	0.690889	0.862255
ASTN1	0.397272	0.532158	0.548457
ASTN2	0.033534	0.87483	0.052418
ASXL1	0.20401	0.616111	0.044101
ASXL2	0.795416	0.153615	0.325004
ASXL3	0.002596	0.019197	0.000459
ATAD1	0.695833	0.741019	0.248601
ATAD2	0.05048	0.077035	0.001898
ATAD2B	0.60427	0.294184	0.586668
ATAD3A	0.015349	0.014714	0.000321
ATAD3B	0.714871	0.87529	0.49274
ATAD3C	0.146978	0.488754	0.194849
ATAD5	0.514648	0.917115	0.263229
ATAT1	0.079497	0.015873	0.006102
ATCAY	0.43582	0.532332	0.984923
ATE1	0.938783	0.241916	0.311359
ATF1	0.952107	0.834208	0.940992
ATF2	0.19608	0.702183	0.126462
ATF3	0.278212	0.881706	0.939353
ATF4	0.001029	0.043247	0.000494
ATF5	0.203184	0.225078	0.008878
ATF6	0.041137	0.000594	0.000194
ATF6B	0.000867	0.294393	5.1e-05
ATF7	0.24763	0.222597	0.005887
ATF7IP	0.464729	0.729038	0.386745
ATF7IP2	0.007519	0.000639	0.001844
ATG10	0.336023	0.208986	0.175236
ATG101	0.275496	0.118804	0.216672
ATG12	0.058956	0.180276	0.006087
ATG13	0.008352	0.000423	9.5e-05
ATG14	0.652525	0.603165	0.586162
ATG16L1	0.000104	0.00014	1.6e-05
ATG16L2	0.101174	0.077639	0.009442
ATG2A	0.639476	0.271815	0.027375
ATG2B	0.074906	0.023548	0.006578
ATG3	0.026514	0.14033	0.080003
ATG4A	0.089656	0.186999	0.029241
ATG4B	0.019096	0.124278	0.001524
ATG4C	0.691938	0.191919	0.481956
ATG4D	0.005005	0.052281	0.00349
ATG5	0.00444	0.021637	0.023702
ATG7	0.336807	0.417413	0.893878
ATG9A	0.477089	0.392005	0.81536
ATIC	0.535935	0.56742	0.027589
ATL1	0.243999	0.069393	0.00238
ATL2	0.010486	0.008483	0.001413
ATL3	0.229505	0.183988	0.029876
ATM	0.357119	0.974121	0.299118
ATMIN	0.433943	0.24473	0.248209
ATN1	0.347389	0.939753	0.072277
ATOH7	0.000137	0.000754	2.3e-05
ATOH8	0.309793	0.806882	0.627795
ATOX1	0.002882	0.001823	2.5e-05
ATP10A	0.018313	0.037115	0.001348
ATP10B	0.575042	0.588528	0.663066
ATP10D	0.753347	0.569214	0.885716
ATP11A	0.099129	0.147531	0.006864
ATP11B	0.707053	0.43466	0.164534
ATP11C	0.530385	0.41326	0.188371
ATP13A1	0.586422	0.963772	0.223013
ATP13A2	0.709191	0.482935	0.283039
ATP13A3	0.002197	0.015655	0.000129
ATP13A4	0.01977	0.217494	0.000769
ATP1A1	0.00149	0.007662	8.8e-05
ATP1A2	0.023734	0.0894	0.001755
ATP1A3	0.013788	0.618297	0.0289
ATP1A4	0.000345	0.000724	3.4e-05
ATP1B1	0.001011	0.017728	0.000548
ATP1B2	0.008475	0.107968	0.000283
ATP1B3	0.000423	0.009114	5.5e-05
ATP23	0.62911	0.61972	0.92265
ATP2A2	0.001603	0.170011	0.00268
ATP2B1	0.002246	0.003631	2.7e-05
ATP2B2	0.000333	0.002287	2.1e-05
ATP2B2.IT2	0.294696	0.437294	0.257954
ATP2B3	3.3e-05	8.9e-05	1.7e-05
ATP2B4	0.000124	0.000303	2.2e-05
ATP2C1	0.013149	0.394078	0.015047
ATP2C2	0.018725	0.004555	3.7e-05
ATP4A	0.005656	0.147061	0.000102
ATP5F1A	0.018673	0.023805	0.017874
ATP5F1B	0.000451	0.098034	0.002216
ATP5F1C	0.241539	0.006571	0.062606
ATP5F1D	0.074161	0.893841	0.756157
ATP5IF1	0.043135	0.001784	0.000143
ATP5MC1	0.051027	0.107881	0.000611
ATP5MC2	0.405008	0.42101	0.343942
ATP5MC3	0.007221	0.223352	0.043997
ATP5MD	0.502372	0.241813	0.036045
ATP5ME	0.055816	0.011106	4.3e-05
ATP5MF	0.10667	0.013249	5.8e-05
ATP5MG	0.361992	0.529867	0.983202
ATP5MPL	0.084616	0.243578	0.00792
ATP5PB	0.897421	0.639228	0.149255
ATP5PD	0.253553	0.659478	0.781344
ATP5PF	0.227605	0.2665	0.011219
ATP5PO	0.135369	0.73672	0.604292
ATP5S	0.20574	0.166357	0.268956
ATP6AP1	0.326517	0.917317	0.360794
ATP6AP1L	0.006226	0.015984	5.6e-05
ATP6AP2	0.906238	0.405335	0.631996
ATP6V0A1	0.848812	0.785337	0.194974
ATP6V0A2	0.089047	0.042391	0.003565
ATP6V0A4	0.051418	0.051227	0.000176
ATP6V0B	0.634704	0.024212	0.00993
ATP6V0C	0.606465	0.935273	0.063955
ATP6V0CP3	0.203176	0.515125	0.012509
ATP6V0D1	0.833183	0.28037	0.638264
ATP6V0E1	0.045612	0.892433	0.04922
ATP6V0E2	0.807378	0.872653	0.128026
ATP6V0E2.AS1	0.259775	0.549525	0.045959
ATP6V1A	0.591029	0.585905	0.640415
ATP6V1B2	0.015344	0.005188	0.001341
ATP6V1C1	0.001207	0.001771	2.2e-05
ATP6V1D	0.354633	0.048652	0.009639
ATP6V1E1	0.425772	0.661049	0.03403
ATP6V1E2	0.001025	0.153499	0.000112
ATP6V1F	0.689337	0.809737	0.309954
ATP6V1G1	0.031947	0.080279	0.000787
ATP6V1G2	0.998384	0.39593	0.093644
ATP6V1H	0.136033	0.707218	0.039387
ATP7A	0.117521	0.490358	0.447115
ATP7B	0.042395	0.013497	0.156124
ATP8A1	0.006652	0.037168	0.001908
ATP8A2	0.002541	0.008446	3.5e-05
ATP8B1	0.184914	0.972658	0.102496
ATP8B2	0.021772	0.023413	6.3e-05
ATP8B3	0.577151	0.564248	0.478902
ATP8B5P	0.743689	0.361833	0.503364
ATP9A	0.281749	0.132963	0.014605
ATP9B	0.67353	0.404686	0.250768
ATPAF1	0.203948	0.079141	0.515989
ATPAF2	0.014036	0.166104	0.009207
ATR	0.256842	0.464993	0.124638
ATRAID	0.689356	0.455224	0.395745
ATRIP	0.337573	0.345823	0.074193
ATRN	0.042213	0.14338	0.074801
ATRNL1	3.3e-05	4.9e-05	1.6e-05
ATRX	0.253105	0.229677	0.688251
ATXN1	0.056086	0.002327	0.000258
ATXN10	0.001296	0.073779	2.3e-05
ATXN1L	0.60236	0.856031	0.61308
ATXN2	0.117795	0.086984	0.04595
ATXN2L	0.383744	0.447098	0.186902
ATXN3	0.720829	0.250664	0.581607
ATXN7	0.05006	0.307637	0.000451
ATXN7L1	0.627571	0.18345	0.594433
ATXN7L2	0.038273	0.481988	0.016729
ATXN7L3	0.034115	0.049888	0.112946
ATXN7L3B	0.030771	0.016466	0.004071
AUH	0.000207	0.004352	0.000118
AUNIP	0.079324	0.950427	0.045707
AUP1	0.850555	0.789593	0.9732
AURKA	0.118178	0.695196	0.173298
AURKAIP1	0.527834	0.943345	0.865516
AURKB	0.28054	0.302563	0.160181
AURKC	0.086777	0.086753	0.130432
AUTS2	0.222025	0.219879	0.176609
AVEN	0.041028	0.016271	0.011389
AVIL	0.04337	0.165484	0.133741
AVL9	0.364241	0.663706	0.208548
AVP	0.12891	0.405229	0.20519
AVPI1	0.000323	0.053584	0.004604
AVPR2	0.296102	0.46454	0.182758
AXIN1	0.953709	0.942749	0.68813
AXIN2	0.220482	0.44	0.304171
AXL	0.372794	0.980104	0.12218
AZGP1	0.019341	0.186513	0.005637
AZI2	0.140215	0.181151	0.06072
AZIN1	0.339623	0.723463	0.291737
AZIN1.AS1	0.000753	0.005508	2.5e-05
AZIN2	0.238169	0.004038	8e-05
B2M	0.536458	0.876418	0.767719
B3GALNT1	0.000168	0.003197	1.8e-05
B3GALNT2	0.143596	0.160651	0.001332
B3GALT1	0.52894	0.60851	0.486035
B3GALT2	0.174309	0.048274	0.001435
B3GALT4	0.261147	0.274752	0.371962
B3GALT5.AS1	0.136997	0.183545	0.000454
B3GALT6	0.000554	0.000746	2.7e-05
B3GAT1	0.000408	0.032661	4.3e-05
B3GAT2	0.001106	0.044054	6.4e-05
B3GAT3	0.096734	0.135276	0.153071
B3GLCT	0.771131	0.286682	0.671147
B3GNT2	0.094692	0.320477	0.001396
B3GNT4	0.038438	0.038113	0.013136
B3GNT5	0.00849	0.019159	7.3e-05
B3GNT6	0.210189	0.192636	0.339259
B3GNT7	0.8668	0.481663	0.721135
B3GNT8	0.294683	0.05275	0.0355
B3GNT9	0.075015	0.134613	0.000417
B3GNTL1	0.129844	0.157921	0.001121
B4GALNT1	0.100198	0.053376	0.00881
B4GALNT4	0.079715	0.175396	0.022188
B4GALT1	0.057437	0.002199	0.000385
B4GALT2	0.000455	0.168651	2.6e-05
B4GALT3	0.250206	0.178883	0.01126
B4GALT4	0.019604	0.32601	0.004042
B4GALT5	0.507989	0.588296	0.083375
B4GALT6	6.9e-05	0.000248	2e-05
B4GALT7	0.828423	0.055438	0.679901
B4GAT1	0.026813	0.007242	8.5e-05
B9D1	0.000114	0.010314	1.8e-05
B9D2	0.017997	0.863413	0.078042
BAALC	0.060679	0.232102	0.003382
BAALC.AS2	0.210458	0.080494	0.042818
BAAT	0.01922	0.407779	0.001357
BABAM1	0.307621	0.841429	0.07107
BABAM2	0.002394	0.042736	6.1e-05
BACE1	0.383149	0.735704	0.374237
BACE2	0.741723	0.042878	0.391562
BACH1	0.587393	0.809747	0.771583
BACH2	0.000636	0.003687	2.4e-05
BAD	0.069965	0.473236	0.005967
BAG1	0.746762	0.362083	0.155086
BAG2	0.472985	0.533931	0.011819
BAG3	0.237865	0.222568	0.005607
BAG4	0.293721	0.462306	0.130403
BAG5	0.042119	0.922139	0.204556
BAG6	0.567742	0.083113	0.107949
BAHCC1	0.544101	0.485979	0.049506
BAHD1	0.025944	0.221929	0.07434
BAIAP2	0.00344	0.000274	3.1e-05
BAIAP2.AS1	0.887733	0.990348	0.260588
BAIAP2L2	0.055225	0.096624	0.00018
BAIAP3	6.6e-05	0.00035	2.1e-05
BAK1	0.000933	0.058367	0.000133
BAMBI	0.386152	0.386465	0.029933
BANF1	0.187454	0.088835	0.130376
BANP	0.967301	0.417076	0.671818
BAP1	0.474338	0.561567	0.623389
BARD1	0.749035	0.245085	0.018264
BARX1	0.153715	0.377868	0.223696
BASP1	0.273129	0.453006	0.040546
BASP1.AS1	0.045497	0.438961	0.034339
BATF2	0.398042	0.375071	0.413251
BATF3	0.001787	0.022102	4.2e-05
BAX	0.292132	0.669677	0.759256
BAZ1A	0.21764	0.386603	0.193924
BAZ1B	0.015077	0.088314	0.004914
BAZ2A	0.269483	0.926126	0.344521
BAZ2B	0.016583	0.153898	0.034801
BBC3	0.020919	0.00608	0.002093
BBIP1	0.770579	0.480636	0.547999
BBOF1	0.026617	0.038201	0.012506
BBOX1	0.000298	0.059192	4.8e-05
BBS1	0.002494	0.07278	0.000202
BBS10	0.875791	0.772848	0.362731
BBS12	0.717997	0.914438	0.618367
BBS2	0.751346	0.082225	0.672445
BBS4	0.020422	0.44947	0.007063
BBS5	0.98508	0.428889	0.579037
BBS7	0.000364	0.039393	3.1e-05
BBS9	0.804019	0.709611	0.956074
BBX	0.855084	0.649763	0.791651
BCAM	0.880425	0.690694	0.942144
BCAN	0.004054	0.068471	8.7e-05
BCAP29	0.969268	0.556	0.531854
BCAP31	0.162544	0.008293	0.000395
BCAR1	0.042755	0.070324	0.001216
BCAR3	0.215597	0.570845	0.454414
BCAS1	0.282381	0.772707	0.576206
BCAS2	0.055702	0.401807	0.000651
BCAS3	0.213087	0.160649	0.463044
BCAS4	0.080796	0.070547	0.015155
BCAT1	2.5e-05	5.9e-05	2.5e-05
BCAT2	0.6682	0.656576	0.843311
BCCIP	0.478603	0.408829	0.372699
BCDIN3D	0.024212	0.035146	0.002229
BCHE	0.002648	0.151236	6.9e-05
BCKDHA	0.772099	0.251564	0.983191
BCKDHB	0.004234	0.347116	0.000123
BCKDK	0.000674	0.002939	3.4e-05
BCL10	0.110215	0.010653	0.000412
BCL11A	0.000119	0.000496	2.1e-05
BCL11B	0.75306	0.605587	0.003155
BCL2	0.017903	0.431378	0.279942
BCL2A1	0.000244	0.000686	1.9e-05
BCL2L1	0.812987	0.405522	0.94804
BCL2L10	0.814023	0.624785	0.5838
BCL2L11	0.303354	0.492116	0.185448
BCL2L12	0.421566	0.180957	0.108235
BCL2L13	0.570477	0.6807	0.287429
BCL2L2	0.002192	0.048595	5.6e-05
BCL3	0.000623	0.030813	0.000643
BCL6	0.067211	0.004616	0.001156
BCL6B	0.084832	0.720945	0.338994
BCL7A	0.085577	0.298872	0.004843
BCL7B	0.045095	0.062441	0.012168
BCL7C	0.005042	0.035469	3.2e-05
BCL9	0.322939	0.477713	0.078817
BCL9L	0.37773	0.20248	0.845392
BCLAF1	0.224387	0.294286	0.097314
BCLAF3	0.001845	0.007859	5.1e-05
BCO2	0.00164	0.004402	0.000131
BCOR	0.112392	0.229628	8.1e-05
BCORL1	0.808686	0.680121	0.515982
BCORP1	0.467635	0.553467	0.838149
BCR	0.007062	0.18381	0.001012
BCRP2	0.038009	0.334749	0.000637
BCS1L	0.031937	0.000216	6.6e-05
BDH1	0.044105	0.029027	0.014523
BDH2	0.000337	0.008059	3.6e-05
BDKRB2	0.352317	0.157479	0.630016
BDNF	0.020535	0.048593	0.001051
BDNF.AS	0.954965	0.875505	0.337849
BDP1	0.955667	0.484674	0.520239
BEAN1	0.159772	0.637059	0.066565
BECN1	0.033928	0.012192	0.028721
BEGAIN	0.006018	0.008314	7.1e-05
BEND3	0.313785	0.210323	0.131666
BEND5	0.020884	0.024117	0.164817
BEND6	3e-05	0.000116	1.9e-05
BEND7	0.051855	0.175257	0.018797
BEST1	0.804935	0.230267	0.743523
BEST2	0.15771	0.189007	0.126661
BEST3	0.037305	0.224409	0.158475
BEST4	0.246323	0.457879	0.083455
BET1	0.121412	0.514963	0.178509
BET1L	0.047547	0.03661	0.003816
BEX1	0.024265	0.034502	0.001036
BEX2	0.033667	0.134827	0.001191
BEX3	0.067685	0.095837	0.001315
BEX4	0.39186	0.732972	0.370293
BEX5	0.031675	0.775963	0.077221
BFAR	0.101885	0.093723	0.092552
BFSP1	0.000978	0.006476	0.000131
BGN	0.347906	0.062509	0.085173
BHLHB9	0.832233	0.629447	0.540305
BHLHE22	0.093868	0.055332	0.587295
BHLHE23	0.120343	0.331718	0.087939
BHLHE40	2.8e-05	4.8e-05	2e-05
BHLHE41	0.000271	0.006684	5.8e-05
BHMT2	0.080709	0.475599	0.000265
BICC1	0.706815	0.887239	0.710848
BICD1	0.169242	0.014489	0.051156
BICD2	0.144121	0.130329	0.051268
BICDL1	0.426421	0.938928	0.047033
BICDL2	2.8e-05	0.008598	7.5e-05
BICRA	0.200758	0.051182	0.044511
BICRAL	0.000238	0.04344	3.4e-05
